id,title,current_period_id,proposed_period_id,status,note
eva-paradiso-terrestre-autun,Eva nel Paradiso terrestre,romanico,bottega-di-gislebertus,nuova_scuola,"Scultura firmata Gislebertus, cattedrale di Autun."
evangelista-marco-veduta-roma-cimabue,L'evangelista Marco con veduta di Roma,duecento-italiano,bottega-cimabue,nuova_scuola,Cimabue ad Assisi (1288-1290): bottega di Cimabue.
facciata-basilica-san-marco,Facciata della basilica di San Marco,romanico-italiano,scuola-marciana-veneziana,nuova_scuola,Facciata della Basilica di San Marco: appartiene al gruppo di opere della basilica veneziana.
facciata-cattedrale-modena-lanfranco,Facciata della cattedrale di San Geminiano,romanico,scuola-di-wiligelmo,nuova_scuola,"Facciata del Duomo di Modena, opera di Lanfranco: fa parte del medesimo cantiere di Wiligelmo."
facciata-duomo-siena,Facciata della cattedrale di Santa Maria Assunta,gotico-italiano,bottega-nicola-pisano,nuova_scuola,"Giovanni Pisano, facciata del Duomo di Siena (1285-1297): prosecuzione della bottega di Nicola e Giovanni Pisano gia proposta altrove, qui estesa fino al 1314."
facciata-duomo-siena-particolare,Facciata della cattedrale di Santa Maria Assunta (particolare della decorazione scultorea),gotico-italiano,bottega-nicola-pisano,nuova_scuola,Particolare della facciata del Duomo di Siena di Giovanni Pisano: stessa bottega di Nicola/Giovanni Pisano.
festa-del-rosario-durer,La festa del Rosario,rinascimento-maturo-italia-settentrionale,durer-maturita,nuova_scuola,"Dürer dipinge questa pala a Venezia nel 1506 per la comunita' dei mercanti tedeschi ('Praga' e' la sede museale attuale): apre, con le altre opere di Dürer nel lotto (Norimberga, 1510-1516), un gruppo coerente del corpus maturo dell'artista non coperto dalla scuola 'arte-tedesca-quattrocento' (che si ferma al 1500)."
festoni-vegetali-loggia-psiche,Decorazione a festoni vegetali della Loggia di Psiche,rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Giovanni da Udine, Villa Farnesina, Roma (1517-1519), collaboratore di Raffaello: cantiere romano di Leone X."
fianco-esterno-cattedrale-modena,Fianco esterno meridionale della cattedrale di San Geminiano,romanico,scuola-di-wiligelmo,nuova_scuola,"Fianco del Duomo di Modena, opera di Lanfranco: stesso cantiere di Wiligelmo."
figura-santo-barisano-trani,Figura di santo (formella del portale),romanico,romanico-pugliese,nuova_scuola,"Portale del Duomo di Trani, Barisano da Trani: gruppo pugliese."
flagellazione-di-cristo,Flagellazione di Cristo,quattrocento,corte-montefeltresca-urbino,nuova_scuola,"Piero della Francesca a Urbino per la corte di Federico da Montefeltro: nel lotto emerge un chiaro gruppo di opere legate a questa corte, non coperto da alcuna scuola esistente."
fontainebleau-porte-doree,"Porte Dorée, Castello di Fontainebleau",manierismo,scuola-di-fontainebleau,nuova_scuola,"Le Breton, Porte Dorée del castello di Fontainebleau (dal 1528): rientra nella nuova scuola di Fontainebleau proposta in questo lotto, di cui costituisce l'intervento più antico."
fontana-della-giovinezza-manta,Fontana della giovinezza,tardogotico,ciclo-castello-della-manta,nuova_scuola,"Ciclo pittorico del castello della Manta, Saluzzo (post 1420): con l'altra scena dello stesso ciclo nel lotto forma un gruppo coerente (luogo/committenza) non coperto da alcuna scuola esistente."
fontana-maggiore-perugia,Fontana Maggiore,gotico-italiano,bottega-nicola-pisano,nuova_scuola,Fontana Maggiore di Nicola e Giovanni Pisano a Perugia: appartiene al gruppo di bottega degli stessi artisti.
fontana-minore-perugia-arnolfo,Fontana Minore di Perugia (Donna assetata),gotico-italiano,bottega-arnolfo-di-cambio,nuova_scuola,Fontana di Arnolfo di Cambio a Perugia: con altre sue opere del lotto forma un gruppo di bottega itinerante non coperto da alcuna scuola esistente.
fontana-nettuno-ammannati,Fontana del Nettuno,manierismo,cantieri-medicei-firenze-tardo-500,nuova_scuola,Ammannati per Cosimo I a Firenze: cantiere granducale fiorentino del tardo Cinquecento.
fontana-rometta-villa-este-tivoli,Fontana della Rometta,manierismo,pirro-ligorio-giardini-laziali,nuova_scuola,"Pirro Ligorio, Villa d'Este a Tivoli: stesso gruppo di Bomarzo."
fuga-in-egitto-mustair,Fuga in Egitto (particolare della decorazione della navata),eta-carolingia,pittura-carolingia-retica,nuova_scuola,"Particolare del ciclo pittorico di Mustair, parte del gruppo retico carolingio."
galleria-francesco-i,Galleria di Francesco I,manierismo,scuola-di-fontainebleau,nuova_scuola,"Rosso Fiorentino e Primaticcio, Galleria di Francesco I, Fontainebleau (1534-1540): opera-cardine della nuova scuola di Fontainebleau proposta in questo lotto."
ganimede-e-laquila-correggio,Ganimede e l'aquila,rinascimento-maturo-italia-settentrionale,scuola-di-parma,nuova_scuola,"Correggio, serie degli 'Amori di Giove': rientra nella nuova scuola di Parma."
genio-della-vittoria,Genio della Vittoria,rinascimento-maturo,cappelle-medicee-michelangelo,nuova_scuola,"Michelangelo, opera legata al progetto della Sagrestia Nuova/tomba di Giulio II, Firenze 1532."
ghiera-tralcio-vite-santa-maria-valle,Ghiera con tralcio di vite (controfacciata),eta-longobarda,longobardi-cividale-friuli,nuova_scuola,"Nucleo di opere (Altare di Ratchis e Tempietto longobardo di Santa Maria in Valle) unite da uno stesso luogo e una stessa corte, il ducato longobardo di Cividale del Friuli sotto Ratchis (734-756 ca.), non coperto da alcuna scuola esistente sotto Eta longobarda."
giardino-boboli-palazzo-pitti,Giardino di Boboli,manierismo,cantieri-medicei-firenze-tardo-500,nuova_scuola,"Ammannati per Cosimo I/Francesco I a Firenze: rientra nel gruppo dei grandi cantieri granducali fiorentini del secondo Cinquecento, non coperto da scuole esistenti."
giochi-aristocratici-palazzo-borromeo,Giochi aristocratici (Gioco della palla),tardogotico,corte-viscontea-tardogotica,nuova_scuola,"Maestro dei Giochi Borromeo, affreschi di Palazzo Borromeo a Milano: stesso ambito cortese tardogotico lombardo."
giudizio-universale-autun,Giudizio Universale (timpano del portale d'ingresso),romanico,bottega-di-gislebertus,nuova_scuola,"Timpano firmato Gislebertus, cattedrale di Autun."
giudizio-universale-santa-cecilia-cavallini,Giudizio Universale,duecento-italiano,bottega-pietro-cavallini,nuova_scuola,Pietro Cavallini a Roma (entro il 1293): con i mosaici di Santa Maria in Trastevere e la Presentazione al Tempio forma un chiaro gruppo di bottega romana.
giudizio-universale-scrovegni,Giudizio Universale,trecento-italiano,bottega-giotto,nuova_scuola,Giotto a Padova (1305 ca.): bottega di Giotto.
gli-amanti-tarocchi-visconti-bembo,"Gli amanti, dal Mazzo di Tarocchi per Filippo Maria Visconti",tardogotico,corte-viscontea-tardogotica,nuova_scuola,"Bonifacio Bembo, Tarocchi Visconti per la corte di Filippo Maria Visconti: stesso ambito cortese lombardo."
gloria-trinita-cambiaso,Gloria della Trinità,controriforma,corte-filippo-ii-escorial,nuova_scuola,"Luca Cambiaso, Gloria della Trinità, dipinta per El Escorial su commissione di Filippo II (1584-1585): rientra nella nuova scuola dedicata alla corte di Filippo II a El Escorial."
grande-passione-durer-cattura-di-cristo,Cattura di Cristo (dalla Grande Passione),rinascimento-maturo-italia-settentrionale,durer-maturita,nuova_scuola,"Dürer, dalla Grande Passione, eseguita a Norimberga (1510; 'Washington D.C.' e' la sede museale attuale): corpus maturo di Dürer individuato nel lotto."
gregorio-ix-approva-le-decretali,"Gregorio IX approva le Decretali (Fortezza, Prudenza e Temperanza)",rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, Stanza della Segnatura, Città del Vaticano (1511): cantiere vaticano di Giulio II."
grotta-grande-boboli-buontalenti,La Grotta Grande,manierismo,cantieri-medicei-firenze-tardo-500,nuova_scuola,Buontalenti per Francesco I de' Medici a Boboli: cantiere granducale fiorentino del tardo Cinquecento.
il-sarto-moroni,Il sarto,rinascimento-maturo-italia-settentrionale,scuola-bresciana,nuova_scuola,"Giovan Battista Moroni: stesso gruppo del ritratto di gentiluomo, riconducibile alla scuola bresciana gia' proposta nel batch 11."
incendio-di-borgo,Incendio di Borgo,rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, Stanza dell'Incendio di Borgo, Città del Vaticano (1514): cantiere vaticano, epoca di Leone X."
incontro-gioacchino-anna-porta-aurea,Incontro di Gioacchino e Anna alla Porta Aurea,trecento-italiano,bottega-giotto,nuova_scuola,Giotto a Padova (1303-1305): bottega di Giotto.
incontro-leone-magno-attila,L'incontro di papa Leone Magno e Attila,rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, Stanza di Eliodoro, Città del Vaticano (1513-1514): cantiere vaticano, fase iniziale di Leone X."
incoronazione-vergine-santa-maria-maggiore,Incoronazione della Vergine,duecento-italiano,bottega-jacopo-torriti,nuova_scuola,Jacopo Torriti a Roma (1296): stessa bottega itinerante di Torriti attiva anche ad Assisi.
inferno-battistero-firenze,Inferno (decorazione della cupola del battistero),duecento-italiano,bottega-coppo-di-marcovaldo,nuova_scuola,Decorazione della cupola del battistero fiorentino di Coppo di Marcovaldo e Meliore: appartiene al gruppo di bottega.
innocenzo-iii-conferma-regola,Innocenzo III conferma la regola,trecento-italiano,bottega-giotto,nuova_scuola,Giotto ad Assisi (1290-1299 ca.): bottega di Giotto.
interno-cattedrale-modena-lanfranco,Interno della cattedrale di San Geminiano,romanico,scuola-di-wiligelmo,nuova_scuola,"Interno del Duomo di Modena, opera di Lanfranco: stesso cantiere di Wiligelmo."
io-correggio,Io,rinascimento-maturo-italia-settentrionale,scuola-di-parma,nuova_scuola,"Correggio, serie degli 'Amori di Giove': rientra nella nuova scuola di Parma."
la-perla-giulio-romano,"Madonna con il Bambino, sant'Anna e san Giovannino (detta La Perla)",rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Giulio Romano, principale collaboratore di Raffaello a Roma fino al 1524 (1518-1520 circa; 'Madrid' e' la sede museale attuale): rientra nel cantiere/bottega romana di Raffaello sotto Leone X."
leda-e-il-cigno-correggio,Leda e il cigno,rinascimento-maturo-italia-settentrionale,scuola-di-parma,nuova_scuola,"Correggio, serie degli 'Amori di Giove': rientra nella nuova scuola di Parma."
liberazione-di-san-pietro-dal-carcere,Liberazione di san Pietro dal carcere,rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, Stanza di Eliodoro, Città del Vaticano (1513-1514): cantiere vaticano."
logge-vaticane,Logge Vaticane,rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, Città del Vaticano (1516-1519): cantiere vaticano di Leone X."
loggia-di-davide,Loggia di Davide (Palazzo Te),manierismo,palazzo-te-mantova,nuova_scuola,"Giulio Romano, Palazzo Te a Mantova: cantiere unitario della corte gonzaghesca, non coperto da scuole esistenti."
loggia-di-psiche-farnesina,Loggia di Psiche (ciclo: Il concilio degli dèi e il Banchetto nuziale),rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, Villa Farnesina, Roma (1517-1519): cantiere romano di Leone X."
madonna-bambino-berlinghiero,Madonna con il Bambino (attribuita a Berlinghiero Berlinghieri),pittura-romanica-italiana,scuola-lucchese-berlinghieri,nuova_scuola,"Dipinto di Berlinghiero Berlinghieri, capostipite della scuola lucchese di pittura duecentesca, non coperta da alcuna scuola esistente."
madonna-col-bambino-tra-i-santi-lotto-1508,Madonna col Bambino tra i santi di Antiochia e Onofrio,rinascimento-maturo-italia-settentrionale,rinascimento-romano-giulio-leone,nuova_scuola,"Lorenzo Lotto a Roma (1508), durante il suo breve soggiorno presso la corte di Giulio II (chiamato a collaborare alla Stanza della Segnatura): pur di formazione veneta, l'opera condivide il luogo e il momento del cantiere vaticano, analogamente ad altri artisti 'ospiti' inclusi nelle scuole di corte proposte in altri lotti."
madonna-con-bambino-prato-giovanni-pisano,Madonna con il Bambino,gotico-italiano,bottega-nicola-pisano,nuova_scuola,Giovanni Pisano a Prato (1300 ca.): bottega di Nicola/Giovanni Pisano.
madonna-dagli-occhi-di-vetro,Madonna dagli occhi di vetro,duecento-italiano,arnolfo-di-cambio-firenze,nuova_scuola,Arnolfo di Cambio a Firenze (1300-1310): fase fiorentina della bottega.
madonna-dal-collo-lungo-parmigianino,"Madonna con il Bambino, gli angeli e un profeta (Madonna dal collo lungo)",manierismo,scuola-di-parma,nuova_scuola,"Parmigianino, pala per una cappella di Parma dopo il rientro dal soggiorno romano-bolognese: rientra nella nuova scuola di Parma."
madonna-del-bordone,Madonna del Bordone,duecento-italiano,bottega-coppo-di-marcovaldo,nuova_scuola,Dipinto di Coppo di Marcovaldo a Siena: appartiene al gruppo di bottega dell'artista.
madonna-del-roseto,Madonna con il Bambino e santa Caterina (detta Madonna del roseto),tardogotico,bottega-michelino-da-besozzo,nuova_scuola,"Michelino da Besozzo, Verona (1420 circa): con l'altra opera dello stesso maestro lombardo itinerante nel lotto forma un gruppo di bottega non coperto da alcuna scuola esistente."
madonna-di-san-girolamo-correggio,Madonna di san Girolamo (Il Giorno),rinascimento-maturo-italia-settentrionale,scuola-di-parma,nuova_scuola,"Correggio, pala per una chiesa di Parma (Il Giorno): rientra nella nuova scuola di Parma."
madonna-di-senigallia,Madonna con il Bambino benedicente e due angeli (Madonna di Senigallia),quattrocento,corte-montefeltresca-urbino,nuova_scuola,"Piero della Francesca a Urbino per Federico da Montefeltro, parte del gruppo di opere della corte urbinate."
madonna-sistina,"Madonna Sistina (Madonna con il Bambino, i santi Sisto e Barbara e due angeli)",rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, opera eseguita a Roma (1512-1513) e destinata a Piacenza per volere di Giulio II; 'Dresda' e' la sede museale attuale. Cantiere/corte di Giulio II."
madonna-vergine-medicea,Madonna con il Bambino (detta Vergine Medicea),rinascimento-maturo,cappelle-medicee-michelangelo,nuova_scuola,"Michelangelo, Sagrestia Nuova, Firenze."
maesta-del-louvre,Maestà del Louvre,duecento-italiano,bottega-cimabue,nuova_scuola,"Maestà attribuita a Cimabue (oggi al Louvre, ma opera italiana del Duecento): appartiene al gruppo di bottega dell'artista."
maesta-di-santa-trinita,Maestà di Santa Trinita,duecento-italiano,bottega-cimabue,nuova_scuola,Maestà di Cimabue a Firenze: appartiene al gruppo di bottega dell'artista.
maesta-ognissanti,Maestà d'Ognissanti,trecento-italiano,bottega-giotto,nuova_scuola,Giotto a Firenze (1310 ca.): bottega di Giotto.
maiestas-domini-altare-ratchis,Maiestas Domini (paliotto dell'Altare di Ratchis),eta-longobarda,longobardi-cividale-friuli,nuova_scuola,"Nucleo di opere (Altare di Ratchis e Tempietto longobardo di Santa Maria in Valle) unite da uno stesso luogo e una stessa corte, il ducato longobardo di Cividale del Friuli sotto Ratchis (734-756 ca.), non coperto da alcuna scuola esistente sotto Eta longobarda."
martirio-di san-sebastino,Martirio di San Sebastiano,quattrocento,mantegna-padova,nuova_scuola,"Andrea Mantegna, Martirio di San Sebastiano (1459): opera del periodo padovano/veronese di Mantegna, coerente con le altre opere dello stesso nucleo presenti nel lotto: si propone la nuova scuola 'Andrea Mantegna a Padova'."
martirio-e-trasporto-del-corpo-di-san-cristoforo,Martirio e trasporto del corpo di san Cristoforo (cappella Ovetari),quattrocento,mantegna-padova,nuova_scuola,"Andrea Mantegna, Cappella Ovetari, Padova (1449-1455): nucleo fondante della nuova scuola 'Andrea Mantegna a Padova' proposta in questo lotto."
martirio-san-matteo-caravaggio,Martirio di San Matteo,barocco,cappella-contarelli-san-luigi,nuova_scuola,"Caravaggio, Martirio di San Matteo, Cappella Contarelli, San Luigi dei Francesi, Roma (1599-1600): rientra nella nuova scuola dedicata alla cappella proposta in questo lotto."
martirio-san-maurizio,Martirio di san Maurizio,controriforma,corte-filippo-ii-escorial,nuova_scuola,"El Greco, Martirio di San Maurizio, dipinto per El Escorial su commissione di Filippo II (1580-1582, opera poi rifiutata dal re): rientra nella nuova scuola dedicata alla corte di Filippo II a El Escorial."
martirio-santi-pietro-e-paolo-mustair,Martirio dei santi Pietro e Paolo,eta-carolingia,pittura-carolingia-retica,nuova_scuola,"Particolare del ciclo pittorico di Mustair, parte del gruppo retico carolingio."
matteo-resuscita-figlio-re-etiopia-arpino,Matteo resuscita il figlio del re d'Etiopia,manierismo,cappella-contarelli-san-luigi,nuova_scuola,"Cavalier d'Arpino, affreschi della volta della Cappella Contarelli, San Luigi dei Francesi, Roma (1593), precedenti l'intervento di Caravaggio sulle pareti: rientra nella nuova scuola dedicata alla cappella proposta in questo lotto."
medaglia-giovanni-viii-paleologo-pisanello,Medaglia di Giovanni VIII Paleologo,tardogotico,pisanello-corti-italiane,nuova_scuola,"Medaglia di Pisanello realizzata a Firenze in occasione del Concilio, ma appartenente al corpus cortese del maestro veronese (non un'opera della scuola fiorentina)."
medaglia-san-pietro-caradosso,Medaglia commemorativa della posa della prima pietra della basilica di San Pietro,rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Medaglia di Caradosso per la posa della prima pietra della nuova basilica di San Pietro, Roma 1505, voluta da Giulio II: apre un chiaro gruppo di opere del cantiere vaticano di Giulio II e Leone X presente in massa nel lotto, non coperto da alcuna scuola esistente."
melencolia-i-durer,Melencolia I,rinascimento-maturo-italia-settentrionale,durer-maturita,nuova_scuola,"Dürer, incisione eseguita a Norimberga (1514; 'New York' e' la sede museale attuale): corpus maturo di Dürer individuato nel lotto."
mercurio-giambologna,Mercurio,manierismo,cantieri-medicei-firenze-tardo-500,nuova_scuola,Giambologna per i Medici a Firenze: cantiere granducale fiorentino del tardo Cinquecento.
messa-di-bolsena,Messa di Bolsena,rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, Stanza di Eliodoro, Città del Vaticano (1512): cantiere vaticano di Giulio II."
messa-di-san-gregorio-romanino,La messa di san Gregorio,rinascimento-maturo-italia-settentrionale,scuola-bresciana,nuova_scuola,"Romanino, San Giovanni Evangelista a Brescia: nucleo della scuola bresciana (Romanino, Moretto, Savoldo), non coperta da alcuna scuola esistente."
metope-maestro-delle-metope,Metope dei contrafforti esterni,romanico,scuola-di-wiligelmo,nuova_scuola,Metope del Duomo di Modena: bottega collegata al cantiere di Wiligelmo.
miracoli-di-san-vincenzo-ferrer,Miracoli di san Vincenzo Ferrer (Predella Polittico Griffoni),quattrocento,cossa-de-roberti-bologna,nuova_scuola,"Predella del Polittico Griffoni (Ercole de' Roberti), commissionato da Floriano Griffoni per la cappella di San Vincenzo Ferrer in San Petronio a Bologna (1472-1473); 'Città del Vaticano' è solo la sede museale attuale (Pinacoteca Vaticana). Apre, con altri pannelli dispersi del lotto, il gruppo dedicato al cantiere bolognese di Cossa e de' Roberti."
miracolo-pellegrini-san-nicola-gentile,Miracolo dei pellegrini sulla tomba di san Nicola di Bari (predella del Polittico Quaratesi),tardogotico,bottega-gentile-da-fabriano,nuova_scuola,Predella del Polittico Quaratesi di Gentile da Fabriano (1425; 'Washington' indica la sede attuale): appartiene al gruppo di bottega dell'artista itinerante individuato nel lotto.
monumento-funebre-guillaume-de-braye,Monumento funebre del cardinale Guillaume de Braye,duecento-italiano,bottega-arnolfo-di-cambio,nuova_scuola,Monumento funebre di Arnolfo di Cambio a Orvieto: appartiene al gruppo di bottega dell'artista.
monumento-funebre-innocenzo-viii,Monumento funebre di Innocenzo VIII,rinascimento-fiorentino,quattrocento-romano,nuova_scuola,"Monumento funebre papale in San Pietro (Antonio Pollaiolo), commissione romana; riuso di 'quattrocento-romano' (batch_08). Datazione (1493-1497) oltre il range originario: si suggerisce estendere year_end al 1497."
monumento-funebre-ladislao-i,Monumento funebre di re Ladislao I,tardogotico,monumenti-funebri-napoletani-carbonara,nuova_scuola,"Monumento funebre di re Ladislao a San Giovanni a Carbonara, Napoli (1414-1430 circa): con l'altro monumento funebre napoletano dello stesso edificio/periodo nel lotto forma un gruppo coerente non coperto da alcuna scuola esistente."
monumento-funebre-ludovico-aldomorisco,Monumento funebre di Ludovico Aldomorisco,tardogotico,monumenti-funebri-napoletani-carbonara,nuova_scuola,"Monumento funebre a San Giovanni a Carbonara, Napoli (1421): appartiene al gruppo dei monumenti funebri napoletani dello stesso edificio individuato nel lotto."
monumento-funebre-margherita-brabante,Elevatio animae (frammento dal monumento funebre di Margherita di Brabante),gotico-italiano,bottega-nicola-pisano,nuova_scuola,"Giovanni Pisano a Genova (1313-1314): ultima opera nota del maestro, ancora riconducibile alla sua bottega."
monumento-funebre-sisto-iv,Monumento funebre di Sisto IV,rinascimento-fiorentino,quattrocento-romano,nuova_scuola,"Monumento funebre in San Pietro, commissione papale romana (Antonio Pollaiolo, scultore fiorentino ma opera eseguita a Roma); riuso della scuola 'quattrocento-romano' (batch_08). La datazione (1484-1493) supera lievemente il range proposto (1455-1482): si suggerisce di estendere year_end almeno al 1493."
monumento-funerario-annibaldi,Monumento funerario di Riccardo Annibaldi,duecento-italiano,bottega-arnolfo-di-cambio,nuova_scuola,Arnolfo di Cambio a Roma (1290 circa): fase romana della sua bottega.
morte-di-mose-signorelli-sistina,Morte di Mosè,quattrocento,quattrocento-romano,nuova_scuola,"Fa parte del ciclo di affreschi della Cappella Sistina (1481-1482), commissione di Sisto IV; riuso della scuola 'quattrocento-romano' proposta nel batch_08 (cantiere pontificio, Roma/Vaticano)."
mosaici-basilica-san-marco-ciclo,Ciclo musivo della basilica di San Marco,arte-bizantina,scuola-marciana-veneziana,nuova_scuola,Ciclo musivo della Basilica di San Marco: appartiene al medesimo gruppo già proposto nel lotto 04 (scuola-marciana-veneziana).
mosaici-santa-maria-in-trastevere-cavallini,Mosaici di Santa Maria in Trastevere (ciclo mariano),duecento-italiano,bottega-pietro-cavallini,nuova_scuola,Pietro Cavallini a Roma (1291-1292): bottega romana di Cavallini.
mosaici-santa-prassede-roma,Decorazione musiva di Santa Prassede,eta-carolingia,mosaici-eta-pasquale-i,nuova_scuola,Mosaico romano voluto da papa Pasquale I (817-826): insieme ad altri due mosaici dello stesso committente/periodo nel lotto forma un gruppo coerente non coperto da scuole esistenti.
mosaico-absidale-santa-maria-domnica,Vergine in trono con il Bambino fra due schiere di angeli e papa Pasquale I,eta-carolingia,mosaici-eta-pasquale-i,nuova_scuola,"Mosaico romano di eta pasqualiana (817-826), stesso gruppo di Santa Prassede e San Zenone."
mosaico-cappella-san-zenone,Cristo in gloria e quattro angeli (decorazione della cappella di San Zenone),eta-carolingia,mosaici-eta-pasquale-i,nuova_scuola,"Mosaico della cappella di San Zenone, stesso gruppo pasqualiano romano."
mose-michelangelo,Mosè,rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Michelangelo, per la tomba di Giulio II, Roma (1513-1545): appartiene al cantiere romano di Giulio II individuato nel lotto. La datazione (fino al 1545) supera ampiamente il range proposto (1505-1520): si suggerisce di estendere year_end almeno al 1545 per coprire il completamento tardo del monumento."
nativita-nicola-pisano,Natività (particolare della decorazione scultorea del pulpito),gotico-italiano,bottega-nicola-pisano,nuova_scuola,Particolare del pulpito di Nicola Pisano a Pisa: appartiene al gruppo di bottega dell'artista.
ninfa-fontainebleau,Ninfa di Fontainebleau,manierismo,scuola-di-fontainebleau,nuova_scuola,"Cellini, opera eseguita in Francia per Francesco I (1542-1543), destinata al castello di Fontainebleau: apre, insieme alla Saliera dello stesso autore/committenza, il gruppo dedicato alla corte francese di Francesco I, non coperto da alcuna scuola esistente."
nove-eroi-nove-eroine-manta,Nove eroi e nove eroine,tardogotico,ciclo-castello-della-manta,nuova_scuola,"Stesso ciclo pittorico del castello della Manta, Saluzzo (post 1420): appartiene al medesimo gruppo individuato nel lotto."
orazione-orto-getsemani-san-marco,Orazione nell'orto del Getsemani (cupola San Marco),arte-bizantina,scuola-marciana-veneziana,nuova_scuola,Mosaico della Basilica di San Marco a Venezia: con altre opere dello stesso monumento forma un gruppo coerente (luogo/committenza) non coperto da alcuna scuola esistente.
pala-di-brera,"Madonna in trono con il Bambino, sei santi, quattro angeli e il duca Federico da Montefeltro (Pala di Brera / Pala Montefeltro/ Pala di Urbino))",quattrocento,corte-montefeltresca-urbino,nuova_scuola,"Pala Montefeltro di Piero della Francesca, commissionata da Federico da Montefeltro per San Bernardino a Urbino (oggi a Brera solo per collocazione museale): appartiene alla corte urbinate."
pala-portonese-madonna-col-bambino-e-santi,Pala Portonese (Madonna col Bambino e santi),,cossa-de-roberti-bologna,nuova_scuola,"Ercole de' Roberti, Pala Portuense, dipinta per la cappella della confraternita portoghese a Bologna (1479-1481; 'Milano' è la sede museale attuale, Pinacoteca di Brera): rientra nel gruppo bolognese di Cossa/de' Roberti individuato nel lotto."
palazzo-ducale-urbino,Palazzo Ducale di Urbino,quattrocento,corte-montefeltresca-urbino,nuova_scuola,"Sede stessa della corte di Federico da Montefeltro a Urbino, opera di Laurana e Francesco di Giorgio Martini: fa parte del gruppo di opere della corte urbinate."
palazzo-pitti-ampliamento,Palazzo Pitti (ampliamento),manierismo,cantieri-medicei-firenze-tardo-500,nuova_scuola,Ammannati per Cosimo I a Palazzo Pitti: cantiere granducale fiorentino del tardo Cinquecento.
palazzo-te,Palazzo Te,manierismo,palazzo-te-mantova,nuova_scuola,"Giulio Romano, Palazzo Te a Mantova: edificio-cardine del nuovo raggruppamento."
palazzo-vecchio-firenze,Palazzo Vecchio (Palazzo dei Priori),gotico-italiano,arnolfo-di-cambio-firenze,nuova_scuola,Arnolfo di Cambio a Firenze (1299-1314): fase fiorentina della bottega.
palazzo-venezia-roma,Palazzo Venezia,quattrocento,quattrocento-romano,nuova_scuola,"Cantiere romano voluto dal cardinale Pietro Barbo (poi Paolo II), parte del filone del Quattrocento romano pontificio non coperto da scuole esistenti."
parnaso-raffaello,Parnaso,rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, Stanza della Segnatura, Città del Vaticano (1509-1511): cantiere vaticano di Giulio II."
passaggio-mar-rosso-rosselli-sistina,Passaggio del Mar Rosso,quattrocento,quattrocento-romano,nuova_scuola,"Fa parte del ciclo di affreschi della Cappella Sistina (1481-1482), commissione di Sisto IV; riuso della scuola 'quattrocento-romano' proposta nel batch_08 (cantiere pontificio, Roma/Vaticano)."
perseo-cellini,Perseo,manierismo,corte-cosimo-i-firenze,nuova_scuola,"Cellini, Perseo per Cosimo I, Firenze 1545-1553: rientra nel nuovo raggruppamento della corte di Cosimo I."
perusia-augusta-fontana-maggiore,Perusia Augusta (particolare della decorazione scultorea della Fontana Maggiore),gotico-italiano,bottega-nicola-pisano,nuova_scuola,Particolare della Fontana Maggiore di Nicola e Giovanni Pisano a Perugia: appartiene al gruppo di bottega degli stessi artisti.
pianta-san-pietro-michelangelo,Pianta della basilica di San Pietro (progetto Michelangelo),rinascimento-maturo,fabbrica-san-pietro-cinquecento,nuova_scuola,"Michelangelo, progetto per la basilica di San Pietro in Vaticano, prosecuzione del cantiere avviato da Sangallo."
pianta-san-pietro-raffaello,Pianta della basilica di San Pietro (progetto Raffaello),rinascimento-maturo,rinascimento-romano-giulio-leone,nuova_scuola,"Raffaello, progetto per San Pietro, Città del Vaticano (1514-1516): cantiere vaticano di Leone X."
pianta-san-pietro-sangallo,Pianta della basilica di San Pietro (progetto Antonio da Sangallo il Giovane),rinascimento-maturo,fabbrica-san-pietro-cinquecento,nuova_scuola,"Antonio da Sangallo il Giovane, progetto per la basilica di San Pietro in Vaticano: cantiere unitario condiviso con il progetto di Michelangelo (voce pianta-san-pietro-michelangelo)."
piccola-passione-durer,Piccola Passione,rinascimento-maturo-italia-settentrionale,durer-maturita,nuova_scuola,"Dürer, ciclo di silografie eseguito a Norimberga (1509-1511): corpus maturo di Dürer individuato nel lotto."
